id,Name,href,comunidad,provincia,municipio,descripcion,direccion,latitude,longitude
692,La Cueva Pintada,/es/lugares-interes/cueva-pintada/,Canarias,Gran Canaria,Gáldar,"Dentro del conjunto troglodita destaca especialmente la cueva que da nombre a todo el grupo, la Cueva Pintada, descubierta en 1873 a raíz de unos trabajos agrícolas. Presenta una “decoración” a partir de pinturas en rojo y blanco sobre fondo negro, con motivos exclusivamente geométricos.  ","['Calle Audiencia, 2']",28.091404802478095,-15.664371139367002
693,Cueva de Valporquero,/es/lugares-interes/cueva-valporquero/,Castilla y León,León,Vegacervera,Los visitantes pueden andar por un camino habilitado de casi 4 kilómetros de longitud a lo largo del cual se ven numerosas formaciones de estalactitas y estalagmitas. Los espeleólogos pueden llegar atravesando estas grutas hasta el mismo río Torío.,"['24837', 'Valporquero de Torio,', 'Vegacervera,', 'León', '(Castilla y León)']",42.89839758255071,-5.55992817780292
694,Cuevona de Avín,/es/lugares-interes/cuevona-avin/,Principado de Asturias,Asturias,Onís,"La Cuevona, con un recorrido de 500 metros, presenta tres entradas por las que transcurre el río Chicu. Ha estado ocupada desde el Paleolítico y fue aprovechada en los siglos XVIII y XIX como parada de postas, hasta que se construyó una pequeña fragua y posada. Hace unos años, la cueva y el edificio de la fragua fueron habilitados para contener el Museo de la Fauna Glacial de Picos de Europa. Entre otros restos alberga varias reproducciones de mamuts, ciervo gigante, rinoceronte lanudo, etc, y los restos fósiles de un Coleodonta hallado en la cercana cueva del Pozu de La Peruyal. La cueva se puede visitar de forma guiada durante todo el año y nos introduce en el medio y ecología de los Picos de Europa hace unos 40.000 años.",['Cuevona de Avín'],43.334986614648535,-4.953494059802203
695,Dolmen de Menga,/es/lugares-interes/dolmen-menga/,Andalucía,Málaga,Antequera,"Esta edificación megalítica tiene alrededor de 5 mil años de existencia. En la cueva, además del Dolmen, podemos encontrar restos fósiles y también estudios de los estratos de la Tierra.","['Carretera de Málaga, 5']",37.06110596088249,-4.58769382394045
696,Dolmen del Romeral,/es/lugares-interes/dolmen-romeral/,Andalucía,Málaga,Antequera,"Esta cueva prehistórica presenta 2 partes diferenciadas. Por un lado, un largo corredor acabado en una puerta adintelada que da acceso a una cámara sepulcral denominada “tholos”. Está construída mediante falsa bóveda por aproximación de hileras. La segunda zona es una sala más pequeña destinada a las ofrendas que se colocaban sobre una losa que hacía las veces de altar.","['Carretera A-7283, dirección Córdoba']",37.06110596088249,-4.58769382394045
697,Dolmen de Viera,/es/lugares-interes/dolmen-viera/,Andalucía,Málaga,Antequera,Es un sepulcro prehistórico de galería cubierta. La visita se inicia en un corredor que da acceso a una cámara cuadrada. La entrada a esa sala se hace mediante una puerta que está labrada en un monolito.,"['Carretera de Málaga, 5']",37.06110596088249,-4.58769382394045
698,Dólmenes de Antequera. Conjunto Arqueológico,/es/lugares-interes/dolmenes-antequera-conjunto-arqueologico/,Andalucía,Málaga,Antequera,"Conjunto arqueológico declarado Patrimonio Mundial por la UNESCO que reúne todas las grandes tradiciones de la arquitectura megalítica funeraria de la península Ibérica. Está formado por los dólmenes de Menga y de Viera, el Tholos de El Romeral y por los monumentos naturales La Peña de los Enamorados y el Torcal de Antequera.","['Carretera de Málaga, 5. Tholos de El Romeral: Carretera A-7283']",37.023629180304866,-4.546366930163579
699,Dólmenes de Valencia de Alcántara,/es/lugares-interes/dolmenes-valencia-alcantara/,Extremadura,Cáceres,Valencia de Alcántara,"Divididos en tres sectores o grupos, están datados entre el Neolítico y el Calcolítico —o Edad del Cobre—; es decir, entre el cuarto y el tercer milenio antes de nuestra Era. La mayoría, más de 30, están construidos con grandes bloques de granito, y el resto con losas de pizarra. Estos monumentos funerarios ofrecen en Valencia de Alcántara una diversa tipología constructiva —dólmenes de cámara simple, de cámara con corredor largo o corto—, además de un estado de conservación también muy diverso. Se trata de enterramientos individuales o colectivos, que en su día poseyeron un rico ajuar funerario —útiles tallados o pulimentados, cerámica, orfebrería, adornos, ídolos antropomorfos, etc.— que se conserva en su mayor parte en el Museo de Cáceres.  ","['10500', 'Valencia de Alcántara,', 'Cáceres', '(Extremadura)']",39.468998,-7.2221589999999996
700,Iglesia parroquial de San Nicolás,/es/lugares-interes/iglesia-parroquial-san-nicolas-trabadelo/,Castilla y León,León,Trabadelo,"Discreta obra en la que se venera una imagen sedente de la Virgen con Niño, muy pequeña y de época medieval. Su retablo barroco fue realizado por López de Sisto. ","['24522', 'Trabadelo,', 'León', '(Castilla y León)']",42.6494503,-6.882130900000001
701,Iglesia parroquial de San Pedro Apóstol,/es/lugares-interes/iglesia-parroquial-san-pedro-apostol/,Castilla y León,Palencia,Itero de la Vega,"La construcción original de la iglesia se realizó en el siglo XIII y fue ampliada desde la segunda mitad del siglo XVI al siglo XVII. El interior se dispone en tres naves, separadas por pilares, de los que arrancan arcos de medio punto. Al lado de la epístola guarda una portada del siglo XIII grupo de Santa Ana y el Niño del siglo XIV.   ","['34468', 'Itero de la Vega,', 'Palencia', '(Castilla y León)']",42.28725479999999,-4.2598597
702,Iglesia parroquial de San Pedro,/es/lugares-interes/iglesia-parroquial-san-pedro-burgo-ranero/,Castilla y León,León,"Burgo Ranero, El","Modesta iglesia en la actualidad, cuya talla románica de la Virgen que se guarda en el Museo Catedralicio de León. Destaca la cruz procesional de plata y una custodia isabelina en plata del siglo XIX.","['24343', 'Burgo Ranero, El,', 'León', '(Castilla y León)']",42.4230213,-5.221506
703,Iglesia parroquial de San Pedro,/es/lugares-interes/iglesia-parroquial-san-pedro-castildelgado/,Castilla y León,Burgos,Castildelgado,"Es un templo parroquial es de estilo tardo-gótico. En su interior reposan los restos de su vecino más ilustre: Don Francisco Delgado, quien fue obispo de Jaén y Lugo y arzobispo en Burgos. Posee una esbelta torre e interesantes retablos barrocos. En el mayor, aparece una imagen de la Virgen con el Niño del primer tercio del siglo XIII.","['09259', 'Castildelgado,', 'Burgos', '(Castilla y León)']",42.4372362,-3.0845109
704,Iglesia Parroquial de San Pedro,/es/lugares-interes/iglesia-parroquial-san-pedro-ciudad-real/,Castilla-La Mancha,Ciudad Real,Ciudad Real,"Data del siglo XV y es de estilo gótico. En su interior se encuentra el sepulcro del Chante de Coca, confesor y capellán de los Reyes Católicos. Destaca su retablo del siglo XVIII realizado con azulejos de Talavera de la Reina.",['Calle General Rey 1'],38.9844810162602,-3.9262334542189694
705,Monasterio de San Salvador de Vilanova de Lourenzá,/es/lugares-interes/monasterio-san-salvador-vilanova-lourenza/,Galicia,Lugo,Lourenzá,"Fue fundado en el siglo X por el Conde Santo (Osorio Gutiérrez). En el interior del monasterio benedictino podemos encontrar el Museo de Arte Sacro. Declarado Bien de Interés Cultural, el conjunto del edificio consta de una abadía y de la iglesia, además de diversas capillas, un convento, dos claustros y un patio. Destaca la fachada barroca del templo, reformada en 1732 por el maestro arquitecto de la catedral de Santiago de Compostela, Casas y Novoa.","['Plaza del Conde Santo, s/n.']",43.4848523728928,-7.2864083898419905
706,Monasterio de San Vicente del Pino,/es/lugares-interes/monasterio-san-vicente-pino/,Galicia,Lugo,Monforte de Lemos,"En la parte más alta de la villa de Monforte de Lemos está situado el Conjunto Monumental de San Vicente do Pino formado por la Torre de Homenaje, el Monasterio de San Vicente do Pino y el Palacio de los Condes de Lemos, incluyendo estos dos últimos las instalaciones del Parador de Monforte. La tradición cuenta que ante la antigua ermita dedicada a San Vicente había un pino, de donde surgió su nombre, aunque es más probable que derive de la palabra ""pináculo"", por su alta ubicación geográfica. Se edificó sobre los restos del Castro Dactonio. Su origen es del siglo X, pero se terminó de construir en el siglo XVII. La iglesia es de estilo ojival de transición del gótico al renacimiento y su fachada es renacentista.",['Plaza Luis de Góngora y Argote s/n'],42.51461639508969,-7.53604330903999
707,Real Monasterio de San Zoilo,/es/lugares-interes/real-monasterio-san-zoilo/,Castilla y León,Palencia,Carrión de los Condes,Este monasterio benedictino se encuentra en el Camino de Santiago. Lo más relevante del edificio es su claustro plateresco (siglo XVI) que está adornado con medallones y bustos.,"['Calle San Zoilo, 23']",42.3397587632923,-4.60845336225983
708,Monasterio de Sant Cugat del Vallés,/es/lugares-interes/monasterio-sant-cugat-valles/,Cataluña,Barcelona,Sant Cugat del Vallès,"El conjunto arquitectónico está constituido por una iglesia erigida en los siglos XI y XII, y por un impresionante claustro románico entorno al cual se encuentran la Sala Capitular y las dependencias monásticas. El sobreclaustro es del siglo XVI. Dentro del monasterio quedan restos de un antiguo edificio paleocristiano. En la Iglesia destaca la belleza de su campanario, el cimborrio y los retablos, entre los que sobresale el denominado de Todos los Santos, de Pere Serra. En este templo se pueden ver muestras artísticas que van desde el gótico hasta el barroco. El claustro, con más de setenta capiteles adornados con diferentes temáticas eclesiástica y profana, está considerado como uno de los más importantes de Europa.",['Jardines del Monasterio s/n'],41.4734578758337,2.08458787962326
709,Monasterio de Santa Cristina de Ribas de Sil,/es/lugares-interes/monasterio-santa-cristina-ribas-sil/,Galicia,Ourense,Parada de Sil,"Fue un cenobio perteneciente a la orden benedictina, que aparece documentado al menos ya en el siglo IX. Su iglesia románica es de finales del siglo XII. Su planta de cruz latina está formada por una nave de cinco tramos y crucero, al que se abren tres ábsides semicirculares. El central es mayor, y al exterior está dividido en varios paños por cuatro columnas.  Destacan la fachada lateral, con tres arquivoltas esculpidas con motivos vegetales y un rosetón con tracerías lobuladas. Posee también una peculiar torre almenada circular, elemento extraño en las iglesias románicas. De su claustro renacentista (siglo XVI) quedan dos galerías en pie, formadas por arcos de medio punto sobre columnas ochavadas.","['Carretera de Estrada de Parada a Castro Caldelas, a 2 km al norte de Parada de Sil']",42.382832,-7.568378
710,Monasterio de Santa Elena,/es/lugares-interes/monasterio-santa-elena/,La Rioja,La Rioja,Nájera,"El actual complejo consta de iglesia, claustro y otras dependencias monásticas dentro de la clausura. En él hacen vida las hermanas Franciscanas Clarisas.","['Convento de Santa Elena, 40']",42.4160408,-2.7343237
711,Monasterio de Santa Eufemia de Cozuelos,/es/lugares-interes/monasterio-santa-eufemia-cozuelos/,Castilla y León,Palencia,Olmos de Ojeda,"Fue la iglesia de un antiguo monasterio perteneciente a la Orden de Santiago. Su estructura es de cruz latina, de una nave, crucero bajo torre y cabecera compuesta por tres ábsides semicirculares, mayor el central. Sobre el hastial de los pies se alza una espadaña. De lo conservado destaca la bella sillería y estructura de los ábsides, y en particular el central: dos contrafuertes lo dividen en tres segmentos donde se abren ventanales de medio punto con arquivoltas. Cabe mencionar, asimismo, el programa escultórico disperso por diversos lugares del templo: en las arquivoltas y capiteles de los vanos de la cabecera, en las tres arquivoltas apuntadas de la portada meridional, y en algunos capiteles del interior del templo. Presenta ajetrezado jaqués, motivos animales y vegetales (aves, leones), cabecitas, escenas bíblicas, etc.","['Carretera P-227 de Cervera a Prádanos, km. 87, a un 1 km. de Olmos de Ojeda']",42.755306,-4.39352
712,Monasterio de Santa María de Armenteira,/es/lugares-interes/monasterio-santa-maria-armenteira/,Galicia,Pontevedra,Meis,"Este monasterio, perteneciente a la Orden del Císter, fue fundado por el caballero Ero de Armenteira en 1168. Tiene un claustro cuadrado, una cocina y una torre, que son barrocas del siglo XVIII. El monasterio fue abandonado en la Desamortización de 1835. La iglesia del monasterio tiene planta de cruz latina, con tres naves y tres ábsides semicirculares. La nave central está cubierta con bóveda de cañón apuntado, las naves laterales cubiertas con bóvedas de arista. En el crucero se levanta una cúpula sobre pechina, de estilo mudéjar. En la fachada, del siglo XII destaca el rosetón. Actualmente todo el conjunto ha sido reconstruido gracias a la Asociación de Amigos del Monasterio de Armenteira. Hoy dia alberga una Hospederia.","['Lugar de la Iglesia, s/n.']",42.459151520479296,-8.742013304896718
713,Monasterio de Santa María de Carracedo,/es/lugares-interes/monasterio-santa-maria-carracedo/,Castilla y León,León,Carracedelo,"Monasterio benedictino fundado por Bermudo II ""El Gotoso"" en el año 990. Tuvo un gran poder político, religioso y económico, ejerciendo jurisdicción sobre otros monasterios en Galicia, Asturias y León. Restaurado en el siglo XII, posee una sucesión de estilos arquitectónicos: románico de transición de la primitiva iglesia de 1138, gótico del Mirador de la Reina o renacentista en lo correspondiente al claustro, el refectorio y la sacristía.","['Avenida San Bernardo, s/n']",42.5739982,-6.7294728
714,Monasterio de Santa María de la Estrella,/es/lugares-interes/monasterio-santa-maria-estrella/,La Rioja,La Rioja,San Asensio,"Actualmente, se pueden visitar varias de las dependencias del edificio: la Puerta de los Caballeros, que solía ser la puerta principal; el claustro gótico de 1430; la Fuente del Rey del siglo XVI; el salón de los peregrinos; el sarcófago del Arcediano y el santuario moderno realizado a mediados del siglo XX.","['26340', 'San Asensio,', 'La Rioja', '(La Rioja)']",42.491403252816895,-2.7325916290283203
715,Monasterio de Santa María de Fitero,/es/lugares-interes/monasterio-santa-maria-fitero/,Comunidad Foral de Navarra,Navarra,Fitero,"La construcción del monasterio se llevó a cabo durante la etapa medieval, entre los siglos XII y XIII, período al que pertenece la construcción del templo abacial, la sala capitular y restos del dormitorio y el refectorio. En la edad moderna, coincidiendo con los siglos XVI y XVII, se construye el claustro y sobreclaustro, palacio abacial, convento, hospedería, sacristía, biblioteca y la capilla de la Virgen de la Barda. La planta de la iglesia es semejante a la de los monasterios de Clairvaux y Pontigny, de cruz latina con tres naves, la cabecera de girola con cinco capillas radiales. Interiormente destaca por la pureza de líneas, sin decoración. De las dependencias medievales, únicamente queda en pie la sala capitular, de planta cuadrada, cubierta de nueve tramos de bóveda de crucería. El claustro es renacentista, de planta cuadrada, en el que se suceden arcadas apuntadas y contrafuertes exteriores.","['Plaza de la Iglesia, 12']",42.0559471021711,-1.85830062143475
716,Monasterio de Santa María de Huerta,/es/lugares-interes/monasterio-santa-maria-huerta/,Castilla y León,Soria,Santa María de Huerta,"Debe su fundación a Alfonso VII. Bajo la protección de Don Rodrigo Ximénez de Rada , cuyo sepulcro, del siglo XIII, alberga el edificio, obtuvo el rango de monasterio. La estructura del edificio sigue las influencias arquitectónicas monacales benedictinas, observadas por la orden Cisterciense, que sitúan el claustro adherido a la iglesia y, a su alrededor, las diversas dependencias monásticas, que acogen, además, huertas, paneras, bodegas, almacenes y campos de labor. El exterior es una austera construcción protegida con contrafuertes de arcos de medio punto. El templo, de tres naves, tiene una cabecera con ábside central semicircular y laterales rectangulares. Data de principios del siglo XII y su nave central fue decorada en el siglo XVIII bajo el estilo barroco. El retablo mayor es obra de Félix Malo. El refectorio del monasterio es del siglo XIII, de estilo gótico francés. Tiene una sola nave y bóvedas ojivales. En el Claustro de los Caballeros están enterrados algunos vizcondes de Narbonne; el primer conde de Medinaceli, Bernal de Béarn y Foix, y cuatro caballeros franceses.","['42260', 'Santa María de Huerta,', 'Soria', '(Castilla y León)']",41.261643127237505,-2.17781860137893
717,Monasterio de Santa María de Irache,/es/lugares-interes/monasterio-santa-maria-irache/,Comunidad Foral de Navarra,Navarra,Ayegui-Aiegi,"Cercano a la ciudad de Estella, el monasterio benedictino, de origen mozárabe, alcanza prosperidad en el siglo XI, al convertirlo García de Nájera en hospital de peregrinos, dada su cercanía al Camino de Santiago. En el siglo XII se construye el templo de cabecera románica y cuerpo cisterciense y en el siglo XVI el claustro plateresco, según la traza de Martín de Oyarzábal. En 1615 se fundó en él una Universidad, posteriormente fue hospital de sangre y colegio de religiosos. Actualmente está en proceso de transformación como Museo Etnológico de Navarra.","['31209', 'Irache,', 'Ayegui-Aiegi,', 'Navarra', '(Comunidad Foral de Navarra)']",42.648293192469,-2.04797016179391
718,Monasterio de Santa María de Iranzu,/es/lugares-interes/monasterio-santa-maria-iranzu/,Comunidad Foral de Navarra,Navarra,Abárzuza,"El origen del monasterio es cisterciense, su construcción se prolonga desde el siglo XII hasta el siglo XIV. Del conjunto de edificios medievales se conservan la Iglesia, el Claustro, la Sala Capitular, las Celdas de castigo, el Locutorio y la Cocina. Durante los siglos XVI y XVII se realizaron reformas. El Monasterio fue abandonado por los monjes tras la desamortización de Mendizábal, pasando al Estado la propiedad del Monasterio. En 1942, la Fundación Príncipe de Viana inicia una intensa reconstrucción. En este lugar se establece la comunidad religiosa de los Clérigos Regulares (Teatinos), que regentan el Monasterio hasta hoy.",['Carretera NA-120'],42.75876498900269,-2.03863038837295
719,Monasterio de Santa María de Melón,/es/lugares-interes/monasterio-santa-maria-melon/,Galicia,Ourense,Melón,"Fue fundado por monjes procedentes de la abadía francesa de Claraval en 1142. Fue muy poderoso antaño, como muestran los restos arquitectónicos que se han conservado. Actualmente se están restaurando las dependencias monásticas, las galerías del claustro y sus dos capillas posteriores, así como a la entrada al recinto monástico. De su primitiva iglesia románica de tres naves conserva únicamente un tramo, el crucero con dos capillas semicirculares y la interesante girola de columnas exentas. A finales del siglo XIX se cerraron de nuevo sus muros y cubiertas con una actuación historicista. Se cubre con bóvedas de crucería y de cuarto de cañón, y posee una torre rectangular en la unión del crucero con las naves.","['Rúa Calvo Sotelo, nº 1']",42.256031,-8.216572
720,Monasterio de Santa María de Monfero,/es/lugares-interes/monasterio-santa-maria-monfero/,Galicia,A Coruña,Monfero,"Fue uno de los monasterios más prósperos de toda Galicia. Fundado en época altomedieval, experimentó una primera reconstrucción en el siglo XII, aunque de la iglesia románica de entonces apenas se conserva nada. Fue reedificada prácticamente en el siglo XVII. Consta de una única nave con bóveda de casetones y cúpula en el crucero sobre ocho pilastras. Lo que sorprende es su grandiosa portada barroca, dispuesta mediante cuatro columnas de estilo colosal y decoración por medio de un ajedrezado de cuarzos y pizarras. En su interior, cabe mencionar también la decoración de la capilla de la Virgen de la Cela y varios sepulcros del siglo XV. De los dos claustros del conjunto monacal (siglos XVI-XVIII), sobresale el que fue diseñado por Juan de Herrera.","['San Fiz de Monfero, s/n.']",43.325176,-8.055875
721,Monasterio de Santa María de Montederramo,/es/lugares-interes/monasterio-santa-maria-montederramo/,Galicia,Ourense,Montederramo,"El documento fundacional del cenobio lleva fecha de 1124, y el de la reconstrucción renacentista emprendida por los arquitectos Juan y Pedro de la Sierra, junto con Juan de Tolosa, la de 1598. La iglesia, de estilo herreriano, consta de tres naves con bóveda de sección semicircular cúpula en el crucero y fachada con frontón triangular renacentista datada en 1607. Conserva dos claustros, uno renacentista y otro gótico, y varias dependencias auxiliares.","['Plaza de Montederramo, s/n']",42.275261,-7.502803999999999
722,Monasterio de Santa María de Moreruela,/es/lugares-interes/monasterio-santa-maria-moreruela/,Castilla y León,Zamora,Granja de Moreruela,"Parece que fue fundado en el año 1143, aunque hay discrepancias respecto a esta fecha. Fue refundado a partir de un convento de finales del siglo IX. La iglesia data del siglo XII y es gótica. La cabecera de la iglesia presenta tres niveles: uno con siete pequeños ábsides, otro compuesto por la girola y el último, por el ábside de la Capilla Mayor.",['Finca La Guadaña'],41.8140110378242,-5.75003107889491
723,Monasterio de Santa María de Oia,/es/lugares-interes/monasterio-santa-maria-oia/,Galicia,Pontevedra,Oia,"El monasterio de estilo cisterciense comenzó a construirse en la costa del Baixo Miño, sobre el puerto de pescadores de Oia, en el año 1185, y la última aportación se hizo en su iglesia en el siglo XVIII. En 1230 esta construcción artística se convirtió en una de las referencias de la arquitectura de la Orden del Císter por su sencillez ornamental. Lo único que puede ser visitado de este conjunto monumental es su iglesia, al ser el monasterio, en la actualidad, de propiedad privada. La planta es de cruz latina con tres naves y su cabecera consta de cinco absidiolos escalonados de planta rectangular, muestra de la influencia francesa. Las bóvedas son de cañón en el crucero, así como en las capillas de la cabecera. Lo más llamativo del interior de la iglesia son sus inmensos pilares en forma de T, sujetados por basas de escalón.","['Residencial Monasterio de Oia, S.A.']",41.99348840810111,-8.87421894198083
724,Monasterio de Santa María del Paular,/es/lugares-interes/monasterio-santa-maria-paular/,Comunidad de Madrid,Madrid,Rascafría,"El Paular fue la primera Cartuja de Castilla, fundada en el año 1390, a instancias de Juan I. El conjunto experimentó una constante evolución a manos de sus arquitectos, Juan Guas, Rodrigo Gil de Hontañón, Francisco Hurtado y Vicente Acero. La iglesia conserva la portada de estilo gótico-flamígero. Tiene una nave con ábside poligonal. El claustro destaca por su austeridad y sus bóvedas de crucería y está rodeado de las celdas de los frailes. Después de la Desamortización, la Cartuja fue abandonada, pero se volvió a recuperar a partir de 1910.","['Carretera M604, Km 27']",40.87321786042599,-3.8895431194527
725,Monasterio de Santa María de La Rábida,/es/lugares-interes/monasterio-santa-maria-rabida/,Andalucía,Huelva,Palos de la Frontera,"El edificio se construyó sobre la Rábita, un pequeño edificio almohade que le cedió su nombre. Su fundación como monasterio tuvo lugar en 1261, como queda constancia en una bula del Papa Benedicto XIII que permite a Fray Juan Rodríguez y sus compañeros establecerse como comunidad. Los franciscanos ejercieron una gran influencia en la zona. El estilo del edificio es gótico-mudéjar y, en él, se venera la Virgen de los Milagros, de la que se guarda una talla de alabastro del siglo XIV. Colón se refugió en el Monasterio en 1490 tras conocer la noticia de que los Reyes Católicos habían rechazado su petición de poner en marcha la expedición en busca de las Indias. Con la intervención del Prior y confesor de la reina Isabel, Juan Pérez, logró que su propuesta fuese atendida.","['Camino del Monasterio, Carretera a Huelva']",37.1674913786676,-6.887811926672399
726,Monasterio Santa María Real de las Huelgas,/es/lugares-interes/monasterio-santa-maria-real-las-huelgas/,Castilla y León,Burgos,Burgos,"Este conjunto está compuesto de iglesia, monasterio y dependencias de clausura para monjas cistercienses, con una cerca almenada que les servía de protección. La iglesia consta de una cabecera con cinco ábsides, crucero y tres naves. El coro de clausura está situado en la nave central junto al Panteón de Reyes y consortes. La nave del Evangelio era para Panteón de Infantes y la de la Epístola para las monjas. La puerta de la sacristía es digna de mencionar por la traza árabe de su decoración. En la sala capitular, austera (como corresponde a la orden cisterciense), está expuesto el Pendón de las Navas.",['C/ Compases s/n'],42.336358700000005,-3.7201738999999634
727,Monasterio de Santa María la Real de Mave,/es/lugares-interes/monasterio-santa-maria-real-mave/,Castilla y León,Palencia,Aguilar de Campoo,"Es uno de los edificios emblemáticos del Románico en Palencia. Data del siglo XIII. La iglesia del monasterio tiene 3 naves con 3 ábsides de los cuales se conservan 2. Los pilares de las naves son cruciformes. El claustro, que representa la transición al estilo gótico, tiene arquería de medio punto con columnas decoradas con capiteles y cimacios. En el exterior sobresale la gran espadaña y una portada con 3 arquivoltas abocinadas sobre parejas de columnas acodilladas. Actualmente el monasterio es la sede del Centro de Estudios del Románico.","['Avda de la Cervera , 7']",42.7959780037924,-4.27135955496615
728,Monasterio de Santa María la Real,/es/lugares-interes/monasterio-santa-maria-real-najera/,La Rioja,La Rioja,Nájera,"La actual iglesia del monasterio data de 1516 y consta de tres naves y crucero. Desde el templo se accede a la cueva donde supuestamente el rey encontró la figura de la Virgen. El retablo barroco de la capilla mayor es de finales del siglo XVII. La sillería del coro, de principios del siglo XVI y en madera de nogal, está considerada una obra maestra del gótico florido. El claustro resulta sorprendente por su mezcla de estilos: gótico en las bóvedas y plateresco en las tracerías caladas. El Panteón Real alberga doce sepulturas de los antiguos reyes, entre las cuales destaca la de Doña Blanca de Navarra, una auténtica obra de arte románico del siglo XII.",['Plaza de Santa María s/n'],42.4169919,-2.7352341
729,Monasterio de Santa María de Ripoll,/es/lugares-interes/monasterio-santa-maria-ripoll/,Cataluña,Girona,Ripoll,"El monasterio benedictino de Ripoll fue fundado por el conde Wifredo el Belloso en el siglo IX. Muy pronto se convirtió en uno de los centros culturales más importantes de la Alta Edad Media, por lo que se realizaron sucesivas ampliaciones hasta que en el siglo XII se configuró más o menos como lo conocemos en la actualidad. La obra principal del monasterio es la portada románica del siglo XII, dividida en siete franjas horizontales, donde se representan escenas bíblicas, históricas y alegóricas. El interior consta de tres naves, de las cinco que tuvo. En el crucero y en los muros de la nave central se encuentran las tumbas de algunos de los condes de Besalú y Barcelona, como el propio fundador, Guifré el Pilós. El claustro del templo consta de dos pisos. Fue iniciado en siglo XII, quedando paralizada la construcción hasta fines del siglo XIV. La galería superior quedó completada en el siglo XVI.","[""Plaza de l'Abat Oliba s/n""]",42.20129596167929,2.18930119917648
730,Monasterio de Santa María de San Salvador,/es/lugares-interes/monasterio-santa-maria-san-salvador/,La Rioja,La Rioja,Cañas,"El monasterio se localiza en la localidad de Cañas, a 40 kms. de Logroño. El origen del monasterio se debe a la donación del Conde López Díaz de Haro y su mujer. En el monasterio destaca la Iglesia gótica, con una nave, crucero y tres ábsides. La sala capitular fue el lugar de reunión del Capítulo de Monjas y luego cementerio. La portada tiene triple arquivolta. El monasterio está habitado por una comunidad de monjas de clausura desde 1170.",['Plaza Carretera'],42.391528480892404,-2.84602364454042
731,Monasterio de Santa María de Sandoval,/es/lugares-interes/monasterio-santa-maria-sandoval/,Castilla y León,León,Mansilla Mayor,"El Monasterio Cisterciense de Santa María se levantó sobre los terrenos llamados Sotnoval (Saltus Novalis), que fueron donados en 1142 por Alfonso VII al conde Pedro Ponce de Minerva aunque aumentó sus dominios con donaciones reales. A pesar de sufrir incendios en 1592 y 1615, conserva elementos de estilos románico, gótico y mozárabe así como un gran claustro central.","['24217', 'Villaverde de Sandoval,', 'Mansilla Mayor,', 'León', '(Castilla y León)']",42.5031802,-5.466261900000001
732,Monasterio de Santa María de Sobrado,/es/lugares-interes/monasterio-santa-maria-sobrado/,Galicia,A Coruña,Sobrado,"El monasterio ya existía en el siglo X, pero se comenzó a levantar este impresionate edificio en 1142 con monjes de Claraval. De esta construcción románica queda la capilla de la Magdalena y la sala capitular. En el siglo XV se incorporó a la Congregación de Castilla, y se comenzó su rehabilitación. Los monjes abandonaron el monasterio en el siglo XIX, tras la desamortización. El edificio fue comprado por un particular, pero en 1955 volvió a formarse una nueva comunidad benedictina.","['Plaza del Portal, s/n.']",43.0402525034807,-8.0228383559866
733,Monasterio de Santa María,/es/lugares-interes/monasterio-santa-maria-valbuena-duero/,Castilla y León,Valladolid,Valbuena de Duero,"Lo conservado del conjunto monacal corresponde a los siglos XII-XIII. La iglesia consta de tres naves de cinco tramos bajo bóveda de arista, que descansan sobre pilares con dobles columnas; crucero con bóveda de cañón apuntado, cimborrio sobre linterna posterior (s. XVI) , espadaña de dos cuerpos y cabecera de cinco ábsides, los tres centrales semicirculares (finales s. XII). El exterior es sumamente austero, con vanos apuntados sencillos y contrafuertes al modo cisterciense, a excepción de la portada occidental, con arquivoltas apuntadas. Posee, asimismo, un claustro de dos pisos, el inferior del s. XIII y el superior del s. XVI, y entre sus dependencias sobresale la sacristía, con yeserías del s. XVIII, la sala de trabajos y el refectorio. Es la sede de la Fundación de las Edades del Hombre.","['Monasterio de Santa María, s/n']",41.629238,-4.2622230000000005
734,Monasterio de Santa María de Valdediós,/es/lugares-interes/monasterio-santa-maria-valdedios/,Principado de Asturias,Asturias,Villaviciosa,"La iglesia fue construída por el maestro Gualteiro en 1218, aunque posteriormente sufrió reformas durante la época cisterciense. Tiene tres naves con ábsides semicirculares y crucero. La cubierta es de bóveda de crucería.",['Puelles'],43.437881701883,-5.51283549577137
735,Monasterio de Santa María de Vallbona de Les Monges,/es/lugares-interes/monasterio-santa-maria-vallbona-monges/,Cataluña,Lleida,Vallbona de les Monges,"El monasterio perteneció a la Orden Cisterciense. Fundado por Ramón Berenguer IV hacia 1173. La iglesia tiene planta de cruz latina, con nave única y cubierta de bóveda de crucería. Sobre el crucero se levanta el cimborrio del siglo XIII. La cabecera tiene tres capillas rectagulares. Exteriormente destaca la fachada románica, decorada con arquivoltas, en el tímpano se desarrolla el relieve de la Virgen flanqueada por dos ángeles. En el interior se encuentran los sepulcros de Doña Violante, esposa de Jaime I, y de su hija Doña Sancha. Al sur de la iglesia se encuentran el claustro y las dependencias. Entre las dependencias destaca la Sala Capitular, con planta rectagular.",['Calle Mayor s/n'],41.525775081793206,1.08893486290923
